,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY
247938,0,Cash loans,F,N,Y,0,112500.0,486000.0,15808.5
77989,0,Cash loans,F,Y,N,0,135000.0,343377.0,10912.5
14844,0,Cash loans,M,N,Y,0,180000.0,450000.0,32742.0
127665,1,Cash loans,F,N,Y,2,157500.0,653328.0,21204.0
199244,0,Cash loans,F,N,N,0,90000.0,225000.0,14679.0
79667,1,Cash loans,F,N,Y,2,135000.0,545040.0,35617.5
62956,0,Cash loans,M,N,Y,0,225000.0,646920.0,20997.0
213788,0,Cash loans,F,Y,N,1,270000.0,675000.0,28728.0
230598,0,Cash loans,M,Y,Y,0,67500.0,307557.0,16812.0
56220,0,Cash loans,F,N,Y,0,180000.0,1237500.0,35595.0
88811,0,Cash loans,F,Y,N,0,144000.0,454500.0,21865.5
42650,0,Cash loans,F,Y,Y,0,112500.0,675000.0,28728.0
826,0,Cash loans,M,N,N,1,189000.0,1054935.0,44824.5
19159,0,Cash loans,F,Y,Y,2,157500.0,568800.0,15133.5
111122,0,Cash loans,M,Y,Y,0,139500.0,2517300.0,66532.5
71651,0,Cash loans,F,Y,Y,0,202500.0,472500.0,13122.0
254475,0,Cash loans,F,N,Y,0,76500.0,284400.0,22599.0
263211,0,Cash loans,M,N,Y,0,157500.0,136512.0,10912.5
255702,0,Cash loans,F,Y,Y,0,126000.0,450000.0,36211.5
95420,1,Cash loans,M,Y,Y,0,112500.0,754740.0,29376.0
218055,0,Cash loans,F,N,N,3,76500.0,426384.0,46048.5
111688,0,Cash loans,M,Y,N,0,180000.0,783927.0,37845.0
249526,0,Revolving loans,F,N,Y,0,112500.0,337500.0,16875.0
101503,1,Cash loans,M,Y,Y,0,270000.0,450000.0,35554.5
224811,0,Cash loans,F,N,N,0,126000.0,361674.0,28575.0
267225,0,Cash loans,M,Y,Y,0,202500.0,571486.5,29308.5
184436,0,Cash loans,F,N,Y,1,157500.0,243000.0,13311.0
124676,0,Cash loans,F,N,N,0,135000.0,270000.0,11569.5
95958,0,Cash loans,M,Y,N,0,135000.0,1125000.0,32895.0
145812,0,Cash loans,F,N,Y,2,135000.0,904500.0,26446.5
101287,0,Cash loans,F,N,Y,1,135000.0,622413.0,31909.5
36991,0,Cash loans,F,Y,Y,1,270000.0,891072.0,35469.0
203579,0,Cash loans,M,N,Y,2,99000.0,388512.0,35761.5
99777,1,Revolving loans,F,N,Y,1,117000.0,270000.0,13500.0
198133,0,Cash loans,F,N,Y,0,225000.0,437877.0,22486.5
224740,0,Cash loans,M,Y,Y,0,202500.0,1035832.5,33543.0
200599,0,Cash loans,F,N,N,0,90000.0,490500.0,17748.0
160410,0,Cash loans,M,Y,Y,1,315000.0,1314117.0,38551.5
112644,0,Cash loans,F,N,Y,0,202500.0,248760.0,26248.5
54569,0,Cash loans,M,Y,Y,0,121500.0,104256.0,10813.5
250302,1,Cash loans,M,N,N,0,112500.0,254700.0,16582.5
17704,0,Cash loans,F,N,Y,0,99000.0,405000.0,12717.0
153498,0,Cash loans,M,Y,Y,1,225000.0,450000.0,30442.5
63934,0,Cash loans,M,N,Y,0,189000.0,417024.0,28341.0
48128,0,Cash loans,F,N,N,0,225000.0,1468719.0,38740.5
125693,0,Cash loans,F,N,N,0,180000.0,1724220.0,47412.0
100249,0,Cash loans,F,N,Y,0,135000.0,479578.5,23071.5
23228,0,Cash loans,M,Y,Y,0,81000.0,148365.0,9954.0
161407,0,Cash loans,F,Y,N,0,180000.0,584766.0,23319.0
99204,0,Cash loans,M,N,Y,0,135000.0,254700.0,14620.5
269770,0,Cash loans,F,N,Y,0,110250.0,254700.0,25321.5
49608,0,Cash loans,F,N,Y,0,108000.0,157500.0,8374.5
220430,0,Cash loans,F,N,N,0,112500.0,381528.0,18553.5
219964,0,Cash loans,M,Y,Y,0,202500.0,352044.0,17253.0
144696,0,Cash loans,F,N,N,3,63000.0,111384.0,9058.5
72620,0,Cash loans,F,N,Y,2,225000.0,1125000.0,60070.5
296925,0,Cash loans,F,N,Y,0,112500.0,225000.0,22383.0
102685,0,Cash loans,F,N,Y,0,135000.0,1007761.5,38385.0
121944,0,Cash loans,M,N,Y,0,112500.0,182016.0,11763.0
246460,0,Cash loans,M,Y,Y,1,270000.0,808650.0,23773.5
213580,0,Cash loans,M,Y,Y,2,225000.0,874363.5,39510.0
44644,0,Cash loans,F,Y,Y,0,265500.0,760225.5,34483.5
178258,0,Cash loans,F,N,N,0,112500.0,863226.0,33907.5
122572,0,Cash loans,F,N,N,0,90000.0,225000.0,10944.0
241897,0,Cash loans,F,Y,N,2,112500.0,783000.0,23022.0
234889,0,Cash loans,F,N,Y,1,81000.0,272520.0,17545.5
5284,0,Cash loans,F,N,N,0,112500.0,945000.0,25056.0
165684,0,Cash loans,M,Y,Y,1,135000.0,225000.0,25515.0
75371,0,Cash loans,F,N,Y,0,90000.0,566055.0,16681.5
287882,0,Cash loans,F,N,Y,0,216000.0,1125000.0,62950.5
281145,0,Cash loans,F,Y,Y,1,157500.0,555273.0,16366.5
207987,0,Cash loans,F,Y,Y,0,270000.0,1259626.5,50085.0
304898,0,Cash loans,F,N,Y,2,135000.0,285264.0,33984.0
149079,0,Cash loans,M,Y,Y,1,180000.0,310671.0,20358.0
205330,0,Cash loans,F,N,Y,0,112500.0,299772.0,16866.0
137173,0,Revolving loans,F,N,Y,0,112500.0,225000.0,11250.0
166850,0,Cash loans,M,Y,Y,0,72000.0,1339884.0,36976.5
230465,0,Cash loans,F,Y,N,0,216000.0,481495.5,36000.0
218714,0,Cash loans,F,Y,Y,1,202500.0,450000.0,41643.0
276177,0,Cash loans,F,Y,N,0,202500.0,552555.0,28341.0
193912,0,Cash loans,M,Y,Y,0,225000.0,760225.5,34483.5
161255,0,Cash loans,F,N,N,0,180000.0,945000.0,40036.5
251598,0,Cash loans,F,N,Y,0,112500.0,454500.0,21996.0
247126,0,Cash loans,F,N,N,1,99000.0,675000.0,38749.5
15738,0,Cash loans,F,N,Y,1,63000.0,327024.0,18904.5
2593,0,Cash loans,F,N,Y,1,90000.0,509922.0,49806.0
303847,0,Cash loans,M,N,Y,3,90000.0,630000.0,34308.0
74466,0,Cash loans,M,Y,N,0,270000.0,585000.0,37386.0
7103,0,Cash loans,F,N,N,1,135000.0,640080.0,24259.5
46972,0,Revolving loans,F,N,Y,0,90000.0,202500.0,10125.0
190542,0,Revolving loans,M,N,Y,0,144000.0,135000.0,6750.0
109987,0,Cash loans,M,N,Y,4,144000.0,448056.0,21919.5
110220,0,Cash loans,M,Y,N,0,247500.0,145557.0,7560.0
40163,0,Cash loans,F,Y,Y,1,157500.0,545040.0,34960.5
162843,0,Cash loans,M,N,N,0,112500.0,684000.0,20128.5
303473,0,Cash loans,M,N,Y,0,180000.0,325908.0,13936.5
144088,0,Cash loans,F,N,Y,0,292500.0,843088.5,43177.5
77820,1,Cash loans,F,N,Y,0,81000.0,207306.0,12654.0
50953,0,Cash loans,F,Y,N,0,157500.0,325908.0,15808.5
280893,0,Cash loans,F,N,Y,0,112500.0,203760.0,11826.0
801,0,Cash loans,F,N,Y,0,108000.0,760225.5,30280.5
30177,0,Cash loans,F,Y,Y,0,243000.0,254700.0,25321.5
136908,0,Cash loans,F,N,Y,2,360000.0,601470.0,32760.0
201092,1,Cash loans,M,N,Y,2,225000.0,594121.5,30465.0
211075,0,Revolving loans,F,Y,Y,0,144000.0,135000.0,6750.0
73400,0,Cash loans,M,Y,N,1,169182.0,1507500.0,41584.5
71788,0,Cash loans,M,Y,Y,0,189000.0,270000.0,13783.5
136556,0,Cash loans,F,N,Y,1,112500.0,188460.0,9994.5
121885,0,Cash loans,F,N,N,0,112500.0,1288350.0,37800.0
222667,0,Cash loans,F,Y,N,1,135000.0,508495.5,24592.5
93661,0,Cash loans,F,N,Y,0,265500.0,704178.0,49140.0
77484,0,Cash loans,F,N,N,0,112500.0,1288350.0,35559.0
152720,0,Cash loans,F,N,Y,2,315000.0,675000.0,28728.0
147247,0,Cash loans,M,Y,N,0,112500.0,352044.0,17253.0
103347,0,Cash loans,M,Y,Y,0,225000.0,557770.5,28606.5
202544,0,Cash loans,F,N,Y,0,112500.0,566055.0,16681.5
155240,0,Cash loans,F,Y,N,0,81000.0,312768.0,16506.0
288177,0,Cash loans,M,Y,N,0,180000.0,781920.0,47965.5
200686,0,Cash loans,M,N,Y,0,225000.0,497520.0,36184.5
94042,0,Cash loans,M,Y,Y,0,135000.0,203760.0,23116.5
38217,0,Cash loans,M,Y,N,1,540000.0,1350000.0,68710.5
15056,1,Revolving loans,F,N,Y,1,90000.0,202500.0,10125.0
190151,0,Cash loans,F,N,Y,0,121500.0,943902.0,63463.5
264613,0,Revolving loans,F,N,Y,2,90000.0,270000.0,13500.0
280498,0,Cash loans,F,N,N,1,67500.0,225000.0,16002.0
142166,0,Cash loans,M,Y,Y,2,78750.0,630000.0,20452.5
53096,0,Cash loans,F,Y,Y,0,166500.0,592560.0,30253.5
207446,0,Cash loans,M,N,Y,0,157500.0,835380.0,40320.0
123860,0,Cash loans,M,Y,N,0,247500.0,450000.0,20979.0
854,0,Cash loans,F,Y,Y,0,126000.0,1008117.0,29475.0
193721,0,Cash loans,F,Y,Y,0,180000.0,634360.5,32386.5
247435,0,Cash loans,F,N,N,0,360000.0,1611072.0,44302.5
98433,0,Cash loans,F,N,Y,0,162000.0,223465.5,14931.0
228347,0,Cash loans,F,N,Y,0,90000.0,634482.0,18679.5
47050,0,Revolving loans,F,Y,Y,0,144000.0,337500.0,16875.0
284017,1,Cash loans,F,N,Y,0,112500.0,545040.0,20677.5
47659,0,Cash loans,F,N,Y,0,166500.0,539100.0,27652.5
249178,0,Revolving loans,F,Y,N,0,112500.0,180000.0,9000.0
285392,1,Cash loans,F,Y,Y,0,90000.0,753840.0,20016.0
273553,0,Cash loans,F,N,Y,0,135000.0,900000.0,26446.5
154671,0,Cash loans,F,N,N,2,135000.0,343800.0,10552.5
197582,0,Cash loans,F,Y,Y,0,157500.0,1305000.0,36018.0
278603,0,Cash loans,M,Y,Y,1,202500.0,675000.0,26284.5
157810,0,Revolving loans,F,N,Y,0,99000.0,247500.0,12375.0
247698,0,Cash loans,F,N,Y,0,135000.0,319981.5,13684.5
168781,0,Cash loans,F,N,N,1,247500.0,835380.0,38839.5
238738,0,Cash loans,F,N,Y,0,81000.0,237384.0,16056.0
192601,0,Cash loans,M,N,N,1,67500.0,76752.0,9238.5
37033,0,Cash loans,M,Y,N,0,90000.0,555273.0,18040.5
239076,0,Revolving loans,M,Y,Y,1,234000.0,270000.0,13500.0
62015,0,Cash loans,M,N,Y,1,157500.0,183694.5,13495.5
177677,0,Cash loans,F,Y,Y,1,135000.0,450000.0,28890.0
141267,0,Cash loans,F,N,N,0,157500.0,625536.0,19093.5
30629,0,Cash loans,F,Y,N,2,123750.0,675000.0,26284.5
18385,0,Cash loans,F,N,N,1,157500.0,640080.0,29970.0
205816,0,Revolving loans,F,N,N,0,72000.0,180000.0,9000.0
54412,0,Cash loans,F,N,Y,0,202500.0,1325475.0,56290.5
52067,1,Cash loans,M,Y,N,2,378000.0,398016.0,28971.0
19301,1,Cash loans,M,Y,Y,0,202500.0,460858.5,17500.5
240109,0,Cash loans,F,Y,Y,0,130500.0,675000.0,22068.0
254104,0,Cash loans,F,N,Y,0,135000.0,900000.0,38263.5
75385,0,Cash loans,M,N,N,0,103500.0,454500.0,17311.5
304602,0,Cash loans,M,Y,Y,0,135000.0,301464.0,19395.0
7832,0,Cash loans,F,N,Y,0,135000.0,544491.0,16695.0
41308,0,Cash loans,M,Y,N,0,270000.0,1162170.0,33979.5
1992,1,Cash loans,M,Y,Y,1,229500.0,888840.0,29376.0
78241,0,Cash loans,F,N,Y,0,202500.0,518562.0,36220.5
171089,0,Cash loans,M,Y,Y,1,234184.5,1026922.5,32373.0
26863,0,Revolving loans,F,Y,N,0,270000.0,720000.0,36000.0
10734,0,Cash loans,F,N,Y,0,180000.0,536917.5,17577.0
20052,0,Cash loans,M,Y,Y,0,121500.0,610335.0,20299.5
109710,0,Cash loans,F,Y,Y,1,225000.0,1288350.0,37800.0
62008,0,Cash loans,F,N,Y,0,247500.0,296505.0,23076.0
288889,0,Cash loans,F,N,Y,2,450000.0,974794.5,32346.0
21556,0,Cash loans,F,N,Y,0,112500.0,61128.0,6174.0
299909,0,Cash loans,M,N,Y,0,90000.0,225000.0,11911.5
68483,0,Revolving loans,M,N,Y,0,202500.0,1237500.0,61875.0
295968,0,Cash loans,F,N,Y,1,112500.0,841500.0,24601.5
286220,0,Revolving loans,F,N,N,3,135000.0,247500.0,12375.0
110294,0,Cash loans,M,Y,N,0,135000.0,472500.0,24133.5
154912,0,Cash loans,M,N,Y,0,49500.0,234324.0,13450.5
73684,1,Cash loans,F,Y,N,0,99000.0,1288350.0,37800.0
245067,0,Revolving loans,M,Y,Y,1,90000.0,202500.0,10125.0
43933,0,Cash loans,F,N,N,0,90000.0,254700.0,17019.0
947,0,Cash loans,F,N,Y,0,112500.0,819432.0,23958.0
89548,0,Cash loans,F,N,N,0,157500.0,720000.0,21051.0
19050,0,Revolving loans,M,N,Y,0,180000.0,202500.0,10125.0
235511,0,Cash loans,F,N,N,0,54000.0,101880.0,11101.5
210337,0,Cash loans,F,N,Y,1,157500.0,273636.0,29164.5
141492,0,Revolving loans,M,Y,N,0,148500.0,427500.0,21375.0
297532,0,Cash loans,F,N,N,0,675000.0,1800000.0,47614.5
117493,0,Cash loans,M,Y,N,0,270000.0,495000.0,15795.0
140709,0,Cash loans,F,N,N,1,67500.0,450000.0,23107.5
220101,0,Cash loans,F,N,Y,0,90000.0,170640.0,11533.5
197601,0,Cash loans,F,Y,Y,0,270000.0,1228500.0,39627.0
23999,0,Cash loans,F,Y,N,0,202500.0,1096020.0,52857.0
278228,0,Cash loans,M,Y,Y,0,225000.0,900000.0,29164.5
301070,0,Cash loans,F,N,N,0,112500.0,497520.0,27778.5
237547,1,Cash loans,M,Y,Y,0,270000.0,325908.0,22045.5
71431,0,Cash loans,F,N,N,0,315000.0,1575000.0,58369.5
152564,0,Cash loans,M,Y,Y,1,112500.0,313438.5,35491.5
129256,0,Cash loans,M,N,Y,0,135000.0,256500.0,14044.5
13308,0,Cash loans,F,Y,Y,2,103500.0,241618.5,23665.5
239533,0,Cash loans,M,N,Y,0,90000.0,86346.0,8667.0
199734,0,Cash loans,F,Y,Y,0,225000.0,542133.0,22918.5
65188,0,Cash loans,F,N,Y,0,81000.0,143910.0,15628.5
70183,0,Cash loans,F,N,N,0,202500.0,625536.0,26500.5
50590,0,Cash loans,M,Y,Y,0,202500.0,485640.0,38263.5
71315,0,Cash loans,F,N,Y,0,81000.0,95940.0,9472.5
178402,0,Revolving loans,M,N,Y,0,90000.0,180000.0,9000.0
29789,0,Cash loans,M,Y,Y,1,202500.0,375322.5,30091.5
220355,0,Cash loans,F,N,Y,1,135000.0,675000.0,32602.5
284452,0,Cash loans,M,N,Y,0,112500.0,448056.0,21015.0
15821,0,Cash loans,M,N,Y,0,135000.0,805500.0,26748.0
175223,0,Cash loans,F,Y,N,0,67500.0,675000.0,26284.5
2364,0,Cash loans,M,Y,N,0,135000.0,239850.0,23850.0
99182,0,Revolving loans,F,N,Y,2,67500.0,135000.0,6750.0
215716,0,Cash loans,M,Y,Y,0,171000.0,1006920.0,40063.5
171155,0,Cash loans,F,N,N,2,67500.0,76410.0,7573.5
65125,0,Cash loans,M,N,N,2,90000.0,886176.0,29416.5
141464,0,Cash loans,F,Y,Y,0,150750.0,267102.0,18589.5
208191,0,Cash loans,F,N,N,2,117000.0,450000.0,20979.0
210397,0,Cash loans,F,N,N,0,180000.0,675000.0,21906.0
31088,0,Cash loans,F,Y,Y,0,135000.0,472500.0,24255.0
72774,0,Cash loans,F,N,Y,0,72000.0,199080.0,7632.0
299578,0,Cash loans,F,N,Y,2,135000.0,664299.0,52483.5
118128,0,Cash loans,F,N,Y,0,202500.0,521280.0,31630.5
71520,0,Cash loans,F,N,Y,0,157500.0,450000.0,21888.0
291362,0,Cash loans,M,Y,Y,1,405000.0,182016.0,10579.5
260410,0,Cash loans,M,Y,N,2,180000.0,781920.0,28084.5
6958,0,Cash loans,F,N,Y,0,360000.0,1236816.0,36292.5
227151,0,Cash loans,M,Y,Y,0,202500.0,112500.0,12114.0
160667,0,Cash loans,F,N,Y,0,67500.0,49500.0,5715.0
155427,0,Cash loans,F,N,Y,0,157500.0,1223010.0,48631.5
148914,0,Cash loans,M,Y,N,0,157500.0,284400.0,16456.5
181355,0,Cash loans,F,N,N,0,76500.0,450000.0,13027.5
277446,0,Cash loans,F,N,Y,1,360000.0,568908.0,27499.5
43841,0,Cash loans,M,N,Y,0,90000.0,101880.0,10053.0
43106,0,Cash loans,F,N,Y,0,202500.0,760225.5,30280.5
284132,0,Cash loans,F,N,Y,0,112500.0,760225.5,32337.0
115797,0,Cash loans,M,N,N,0,180000.0,325377.0,29839.5
224403,0,Cash loans,F,N,N,1,157500.0,562932.0,26212.5
164760,0,Cash loans,F,N,Y,0,90000.0,252000.0,23562.0
139743,0,Cash loans,F,N,Y,0,72450.0,547344.0,17478.0
112747,0,Cash loans,F,Y,N,0,315000.0,1467612.0,58203.0
59764,0,Cash loans,M,N,Y,2,54000.0,229500.0,12577.5
143129,0,Cash loans,M,N,Y,0,112500.0,198085.5,20929.5
104525,0,Cash loans,F,N,Y,0,346500.0,763056.0,27535.5
206183,0,Cash loans,F,N,N,0,225000.0,315000.0,21924.0
241497,0,Cash loans,M,N,N,0,270000.0,1546020.0,49873.5
53534,0,Cash loans,F,Y,Y,0,112500.0,900000.0,38263.5
263466,0,Cash loans,F,N,Y,0,225000.0,592560.0,26230.5
303653,0,Cash loans,M,N,Y,0,450000.0,741235.5,32778.0
10486,0,Revolving loans,F,N,Y,0,450000.0,1350000.0,67500.0
130010,0,Cash loans,F,N,Y,0,121500.0,135000.0,9526.5
265005,0,Cash loans,M,Y,N,0,180000.0,450000.0,21649.5
299855,0,Cash loans,M,N,N,1,144000.0,225000.0,11074.5
208515,0,Cash loans,M,N,N,0,135000.0,675000.0,22306.5
105144,0,Cash loans,M,Y,Y,0,225000.0,1019614.5,52191.0
57559,0,Cash loans,F,N,Y,2,54000.0,639396.0,27090.0
286053,0,Cash loans,M,Y,Y,0,112500.0,373140.0,27171.0
277020,0,Cash loans,F,N,N,0,121500.0,291915.0,10948.5
128931,0,Revolving loans,F,N,N,0,94500.0,180000.0,9000.0
256109,0,Cash loans,M,Y,N,0,112500.0,1319269.5,37809.0
115433,0,Cash loans,F,N,Y,0,90000.0,454500.0,20020.5
68894,0,Cash loans,F,Y,Y,0,180000.0,2196000.0,58059.0
23034,1,Cash loans,F,Y,Y,0,157500.0,497520.0,36184.5
245891,0,Cash loans,F,N,Y,0,252000.0,228915.0,16654.5
50420,0,Cash loans,F,N,N,0,202500.0,808650.0,26086.5
35316,0,Cash loans,M,Y,Y,0,135000.0,814041.0,23800.5
285111,0,Revolving loans,F,N,Y,0,270000.0,337500.0,16875.0
106332,1,Cash loans,M,N,Y,0,144000.0,592560.0,26230.5
283583,0,Cash loans,F,N,Y,2,225000.0,225000.0,23625.0
175925,0,Cash loans,F,N,Y,0,157500.0,360000.0,35199.0
107582,0,Cash loans,F,N,Y,0,180000.0,749349.0,24304.5
256771,0,Cash loans,F,N,Y,0,153000.0,271066.5,21546.0
276846,0,Cash loans,F,N,N,1,247500.0,237024.0,15147.0
24193,0,Cash loans,M,Y,N,0,270000.0,1890000.0,70173.0
37562,0,Cash loans,F,N,Y,1,76500.0,269550.0,14242.5
8949,0,Cash loans,F,N,N,0,225000.0,1341000.0,39339.0
231950,0,Revolving loans,F,N,N,0,81000.0,180000.0,9000.0
23639,0,Cash loans,F,N,Y,0,144000.0,517500.0,16690.5
169875,0,Cash loans,F,N,Y,0,247500.0,508495.5,36292.5
175648,0,Cash loans,M,Y,N,2,135000.0,238500.0,20533.5
281908,0,Cash loans,M,N,N,2,112500.0,52128.0,6313.5
160366,0,Cash loans,M,N,Y,0,225000.0,2156400.0,59431.5
143528,0,Cash loans,F,N,Y,1,112500.0,544491.0,16047.0
292518,0,Cash loans,F,N,Y,0,157500.0,808650.0,23773.5
189230,0,Cash loans,M,Y,N,0,202500.0,450000.0,30442.5
120934,0,Cash loans,F,N,Y,0,162000.0,261288.0,12838.5
266016,0,Cash loans,F,N,N,1,157500.0,194742.0,10192.5
138003,0,Cash loans,F,N,Y,3,112500.0,452385.0,29038.5
132677,0,Cash loans,F,N,Y,0,180000.0,239850.0,23494.5
103676,0,Revolving loans,F,N,Y,1,81000.0,180000.0,9000.0
29080,0,Cash loans,F,N,Y,2,112500.0,284400.0,18643.5
26651,0,Cash loans,F,N,Y,0,162000.0,945000.0,40167.0
227859,0,Cash loans,F,N,Y,1,90000.0,222768.0,20560.5
16350,0,Cash loans,F,N,N,0,135000.0,322213.5,29551.5
142048,0,Cash loans,F,Y,Y,1,90000.0,521280.0,25209.0
46412,0,Cash loans,M,Y,Y,0,157500.0,1125000.0,32895.0
57867,0,Cash loans,F,N,Y,1,135000.0,301500.0,13410.0
27818,0,Cash loans,M,N,N,1,270000.0,900000.0,32017.5
238050,0,Cash loans,M,N,Y,2,180000.0,1118286.0,36072.0
228348,0,Cash loans,F,N,Y,0,90000.0,808650.0,26217.0
211373,0,Cash loans,M,N,Y,2,99000.0,50940.0,5616.0
159383,0,Cash loans,M,Y,Y,0,148500.0,338314.5,22738.5
79022,0,Cash loans,M,Y,Y,0,360000.0,170640.0,13612.5
217415,0,Cash loans,F,N,N,1,123750.0,945000.0,40167.0
267970,0,Cash loans,M,Y,N,0,450000.0,787500.0,23026.5
156415,0,Revolving loans,F,Y,Y,0,90000.0,270000.0,13500.0
203551,0,Cash loans,M,N,Y,0,270000.0,263686.5,29952.0
72577,0,Cash loans,F,N,Y,0,144000.0,450000.0,21109.5
172496,0,Cash loans,F,Y,Y,0,121500.0,808650.0,23773.5
279001,0,Cash loans,M,Y,Y,0,288000.0,1552221.0,48870.0
218497,0,Cash loans,F,N,Y,0,162000.0,785398.5,30042.0
39521,0,Cash loans,F,N,Y,0,112500.0,781920.0,25969.5
24029,0,Cash loans,M,Y,Y,0,252000.0,835380.0,42840.0
80771,0,Cash loans,M,Y,Y,0,585000.0,835380.0,40320.0
85590,0,Cash loans,F,N,N,1,67500.0,263844.0,14440.5
142157,0,Cash loans,F,Y,Y,2,67500.0,331632.0,35316.0
250110,0,Cash loans,F,N,N,2,180000.0,922266.0,47218.5
156441,0,Cash loans,F,N,Y,2,180000.0,269550.0,21739.5
103323,0,Cash loans,F,N,Y,0,225000.0,491031.0,31747.5
168611,0,Cash loans,F,N,Y,0,72000.0,539100.0,25933.5
83394,0,Cash loans,F,N,Y,0,180000.0,472500.0,28903.5
92384,0,Cash loans,M,Y,Y,2,270000.0,251091.0,29929.5
161214,0,Revolving loans,M,Y,Y,0,270000.0,270000.0,13500.0
159577,0,Cash loans,F,N,Y,0,58500.0,254700.0,14350.5
164363,0,Cash loans,F,Y,N,2,90000.0,675000.0,32472.0
194926,0,Cash loans,F,N,N,0,54000.0,1260000.0,34650.0
184288,0,Cash loans,F,Y,N,1,135000.0,1046142.0,30109.5
124773,0,Cash loans,F,N,Y,1,180000.0,1189773.0,40864.5
63420,0,Revolving loans,F,N,Y,0,252000.0,270000.0,13500.0
247293,0,Cash loans,F,N,N,0,157500.0,1575000.0,54747.0
231092,0,Cash loans,F,N,Y,0,157500.0,288562.5,14787.0
